Id;Name;City;Country;Code
3640;Seymour Johnson Air Force Base;Goldsboro;United States;GSB
3641;Theodore Francis Green State Airport;Providence;United States;PVD
3642;Salisbury Ocean City Wicomico Regional Airport;Salisbury;United States;SBY
3643;Rancho Murieta Airport;Rancho Murieta;United States;\N
3644;Bob Hope Airport;Burbank;United States;BUR
3645;Detroit Metropolitan Wayne County Airport;Detroit;United States;DTW
3646;Tampa International Airport;Tampa;United States;TPA
3647;Pembina Municipal Airport;Pembina;United States;PMB
3648;Polk Army Air Field;Fort Polk;United States;POE
3649;Eielson Air Force Base;Fairbanks;United States;EIL
3650;Range Regional Airport;Hibbing;United States;HIB
3651;Angelina County Airport;Lufkin;United States;LFK
3652;Midland International Airport;Midland;United States;MAF
3653;Austin Straubel International Airport;Green Bay;United States;GRB
3654;Ardmore Municipal Airport;Ardmore;United States;ADM
3655;Mc Guire Air Force Base;Wrightstown;United States;WRI
3656;Cherry Point MCAS /Cunningham Field/;Cherry Point;United States;\N
3657;Emanuel County Airport;Santa Barbara;United States;\N
3658;Augusta Regional At Bush Field;Bush Field;United States;AGS
3659;Sloulin Field International Airport;Williston;United States;ISN
3660;Bill & Hillary Clinton National Airport/Adams Field;Little Rock;United States;LIT
3661;Stewart International Airport;Newburgh;United States;SWF
3662;Baudette International Airport;Baudette;United States;BDE
3663;Sacramento Executive Airport;Sacramento;United States;SAC
3664;Homer Airport;Homer;United States;HOM
3665;Waynesville-St. Robert Regional Forney field;Fort Leonardwood;United States;TBN
3666;Dobbins Air Reserve Base;Marietta;United States;MGE
3667;Fairchild Air Force Base;Spokane;United States;SKA
3668;Roscommon County - Blodgett Memorial Airport;Houghton Lake;United States;HTL
3669;Tyndall Air Force Base;Panama City;United States;PAM
3670;Dallas Fort Worth International Airport;Dallas-Fort Worth;United States;DFW
3671;Melbourne International Airport;Melbourne;United States;MLB
3672;McChord Air Force Base;Tacoma;United States;TCM
3673;Austin Bergstrom International Airport;Austin;United States;AUS
3674;Rickenbacker International Airport;Columbus;United States;LCK
3675;Sawyer International Airport;Gwinn;United States;MQT
3676;McGhee Tyson Airport;Knoxville;United States;TYS
3677;Hood Army Air Field;Fort Hood;United States;HLR
3678;St Louis Lambert International Airport;St. Louis;United States;STL
3679;Millville Municipal Airport;Millville;United States;MIV
3680;Sheppard Air Force Base-Wichita Falls Municipal Airport;Wichita Falls;United States;SPS
3681;Cincinnati Municipal Airport Lunken Field;Cincinnati;United States;LUK
3682;Hartsfield Jackson Atlanta International Airport;Atlanta;United States;ATL
3683;Castle Airport;Merced;United States;MER
3684;Mc Clellan Airfield;Sacramento;United States;MCC
3685;Gerald R. Ford International Airport;Grand Rapids;United States;GRR
3686;Winkler County Airport;Wink;United States;INK
3687;Fresno Yosemite International Airport;Fresno;United States;FAT
3688;Vero Beach Regional Airport;Vero Beach;United States;VRB
3689;Imperial County Airport;Imperial;United States;IPL
3690;Nashville International Airport;Nashville;United States;BNA
3691;Laredo International Airport;Laredo;United States;LRD
3692;Elmendorf Air Force Base;Anchorage;United States;EDF
3693;Ralph Wien Memorial Airport;Kotzebue;United States;OTZ
3694;Altoona Blair County Airport;Altoona;United States;AOO
3695;Dyess Air Force Base;Abilene;United States;DYS
3696;South Arkansas Regional At Goodwin Field;El Dorado;United States;ELD
3697;La Guardia Airport;New York;United States;LGA
3698;Tallahassee Regional Airport;Tallahassee;United States;TLH
3699;Dupage Airport;West Chicago;United States;DPA
3700;Waco Regional Airport;Waco;United States;ACT
3701;Augusta State Airport;Augusta;United States;AUG
3702;Hillsboro Municipal Airport;Hillsboro;United States;\N
3703;Jacksonville Naval Air Station (Towers Field);Jacksonville;United States;NIP
3704;McKellar-Sipes Regional Airport;Jackson;United States;MKL
3705;Molokai Airport;Molokai;United States;MKK
3706;Godman Army Air Field;Fort Knox;United States;FTK
3707;New River MCAS /H/ /Mccutcheon Fld/ Airport;Jacksonville;United States;\N
3708;San Angelo Regional Mathis Field;San Angelo;United States;SJT
3709;Calexico International Airport;Calexico;United States;CXL
3710;Chico Municipal Airport;Chico;United States;CIC
3711;Burlington International Airport;Burlington;United States;BTV
3712;Jacksonville International Airport;Jacksonville;United States;JAX
3713;Durango La Plata County Airport;Durango;United States;DRO
3714;Washington Dulles International Airport;Washington;United States;IAD
3715;Easterwood Field;College Station;United States;CLL
3716;Felts Field;Spokane;United States;SFF
3717;General Mitchell International Airport;Milwaukee;United States;MKE
3718;Abilene Regional Airport;Abilene;United States;ABI
3719;Columbia Regional Airport;Columbia;United States;COU
3720;Portland International Airport;Portland;United States;PDX
3721;Dade Collier Training and Transition Airport;Miami;United States;TNT
3722;Palm Beach International Airport;West Palm Beach;United States;PBI
3723;Fort Worth Meacham International Airport;Fort Worth;United States;FTW
3724;Ogdensburg International Airport;Ogdensburg;United States;OGS
3725;Cape Cod Coast Guard Air Station;Falmouth;United States;FMH
3726;Boeing Field King County International Airport;Seattle;United States;BFI
3727;Lackland Air Force Base;San Antonio;United States;SKF
3728;Daniel K Inouye International Airport;Honolulu;United States;HNL
3729;Des Moines International Airport;Des Moines;United States;DSM
3730;Coastal Carolina Regional Airport;New Bern;United States;EWN
3731;San Diego International Airport;San Diego;United States;SAN
3732;Monroe Regional Airport;Monroe;United States;MLU
3733;Shaw Air Force Base;Sumter;United States;SSC
3734;Ontario International Airport;Ontario;United States;ONT
3735;Majors Airport;Greenvile;United States;GVT
3736;Roswell International Air Center Airport;Roswell;United States;ROW
3737;Coleman A. Young Municipal Airport;Detroit;United States;DET
3738;Brownsville South Padre Island International Airport;Brownsville;United States;BRO
3739;Dothan Regional Airport;Dothan;United States;DHN
3740;Cape May County Airport;Wildwood;United States;WWD
3741;Fallon Naval Air Station;Fallon;United States;NFL
3742;Selfridge Air National Guard Base Airport;Mount Clemens;United States;MTC
3743;Four Corners Regional Airport;Farmington;United States;FMN
3744;Corpus Christi International Airport;Corpus Christi;United States;CRP
3745;Syracuse Hancock International Airport;Syracuse;United States;SYR
3746;Naval Air Station Key West/Boca Chica Field;Key West;United States;NQX
3747;Chicago Midway International Airport;Chicago;United States;MDW
3748;Norman Y. Mineta San Jose International Airport;San Jose;United States;SJC
3749;Lea County Regional Airport;Hobbs;United States;HOB
3750;Northeast Philadelphia Airport;Philadelphia;United States;PNE
3751;Denver International Airport;Denver;United States;DEN
3752;Philadelphia International Airport;Philadelphia;United States;PHL
3753;Sioux Gateway Col. Bud Day Field;Sioux City;United States;SUX
3754;Middle Georgia Regional Airport;Macon;United States;MCN
3755;Truth Or Consequences Municipal Airport;Truth Or Consequences;United States;TCS
3756;Palmdale Regional/USAF Plant 42 Airport;Palmdale;United States;PMD
3757;Randolph Air Force Base;San Antonio;United States;RND
3758;El Centro NAF Airport (Vraciu Field);El Centro;United States;NJK
3759;John Glenn Columbus International Airport;Columbus;United States;CMH
3760;Drake Field;Fayetteville;United States;FYV
3761;Henry Post Army Air Field (Fort Sill);Fort Sill;United States;FSI
3762;Princeton Municipal Airport;Princeton;United States;\N
3763;Wright-Patterson Air Force Base;Dayton;United States;FFO
3764;Edward G. Pitka Sr Airport;Galena;United States;GAL
3765;Chandler Municipal Airport;Chandler;United States;\N
3766;Mineral Wells Airport;Mineral Wells;United States;MWL
3767;Mc Connell Air Force Base;Wichita;United States;IAB
3768;New Orleans NAS JRB/Alvin Callender Field;New Orleans;United States;NBG
3769;Beaufort County Airport;Beaufort;United States;BFT
3770;Texarkana Regional Webb Field;Texarkana;United States;TXK
3771;Plattsburgh International Airport;Plattsburgh;United States;PBG
3772;Phillips Army Air Field;Aberdeen;United States;APG
3773;Tucumcari Municipal Airport;Tucumcari;United States;TCC
3774;Ted Stevens Anchorage International Airport;Anchorage;United States;ANC
3775;Robert Gray  Army Air Field Airport;Killeen;United States;GRK
3776;Black Rock Airport;Zuni Pueblo;United States;\N
3777;Bellingham International Airport;Bellingham;United States;BLI
3778;Millington-Memphis Airport;Millington;United States;NQA
3779;Elkins-Randolph Co-Jennings Randolph Field;Elkins;United States;EKN
3780;Hartford Brainard Airport;Hartford;United States;HFD
3781;North Central State Airport;Smithfield;United States;SFZ
3782;Mobile Regional Airport;Mobile;United States;MOB
3783;Moffett Federal Airfield;Mountain View;United States;NUQ
3784;Santa Fe Municipal Airport;Santa Fe;United States;SAF
3785;Barking Sands Airport;Barking Sands;United States;BKH
3786;Beauregard Regional Airport;Deridder;United States;DRI
3787;Bradshaw Army Airfield;Bradshaw Field;United States;BSF
3788;Nogales International Airport;Nogales;United States;OLS
3789;Mac Dill Air Force Base;Tampa;United States;MCF
3790;Scott AFB/Midamerica Airport;Belleville;United States;BLV
3791;Opa-locka Executive Airport;Miami;United States;OPF
3792;Del Rio International Airport;Del Rio;United States;DRT
3793;Southwest Florida International Airport;Fort Myers;United States;RSW
3794;King Salmon Airport;King Salmon;United States;AKN
3795;Muir Army Air Field (Fort Indiantown Gap) Airport;Muir;United States;MUI
3796;Kapalua Airport;Lahania-kapalua;United States;JHM
3797;John F Kennedy International Airport;New York;United States;JFK
3798;Homestead ARB Airport;Homestead;United States;HST
3799;Riverside Municipal Airport;Riverside;United States;RAL
3800;Sherman Army Air Field;Fort Leavenworth;United States;FLV
3801;Wallops Flight Facility Airport;Wallops Island;United States;WAL
3802;Holloman Air Force Base;Alamogordo;United States;HMN
3803;Willow Grove Naval Air Station/Joint Reserve Base;Willow Grove;United States;NXX
3804;Cheyenne Regional Jerry Olson Field;Cheyenne;United States;CYS
3805;Stockton Metropolitan Airport;Stockton;United States;SCK
3806;Charleston Air Force Base-International Airport;Charleston;United States;CHS
3807;Reno Tahoe International Airport;Reno;United States;RNO
3808;Ketchikan International Airport;Ketchikan;United States;KTN
3809;Willow Run Airport;Detroit;United States;YIP
3810;Vandenberg Air Force Base;Lompoc;United States;VBG
3811;Birmingham-Shuttlesworth International Airport;Birmingham;United States;BHM
3812;Lakehurst Maxfield Field Airport;Lakehurst;United States;NEL
3813;Eareckson Air Station;Shemya;United States;SYA
3814;Nellis Air Force Base;Las Vegas;United States;LSV
3815;March ARB Airport;Riverside;United States;RIV
3816;Modesto City Co-Harry Sham Field;Modesto;United States;MOD
3817;Sacramento International Airport;Sacramento;United States;SMF
3818;Waukegan National Airport;Chicago;United States;UGN
3819;City of Colorado Springs Municipal Airport;Colorado Springs;United States;COS
3820;Buffalo Niagara International Airport;Buffalo;United States;BUF
3821;Griffing Sandusky Airport;Sandusky;United States;SKY
3822;Snohomish County (Paine Field) Airport;Everett;United States;PAE
3823;Mountain Home Air Force Base;Mountain Home;United States;MUO
3824;Cedar City Regional Airport;Cedar City;United States;CDC
3825;Bradley International Airport;Windsor Locks;United States;BDL
3826;Mc Allen Miller International Airport;Mcallen;United States;MFE
3827;Norfolk Naval Station (Chambers Field);Norfolk;United States;NGU
3828;Westover ARB/Metropolitan Airport;Chicopee Falls;United States;CEF
3829;Lubbock Preston Smith International Airport;Lubbock;United States;LBB
3830;Chicago O'Hare International Airport;Chicago;United States;ORD
3831;Boca Raton Airport;Boca Raton;United States;BCT
3832;Fairbanks International Airport;Fairbanks;United States;FAI
3833;Quantico MCAF /Turner field;Quantico;United States;\N
3834;Cannon Air Force Base;Clovis;United States;CVS
3835;Kaneohe Bay MCAS (Marion E. Carl Field) Airport;Kaneohe Bay;United States;NGF
3836;Offutt Air Force Base;Omaha;United States;OFF
3837;Gulkana Airport;Gulkana;United States;GKN
3838;Watertown International Airport;Watertown;United States;ART
3839;Palm Springs International Airport;Palm Springs;United States;PSP
3840;Rick Husband Amarillo International Airport;Amarillo;United States;AMA
3841;Fort Dodge Regional Airport;Fort Dodge;United States;FOD
3842;Barksdale Air Force Base;Shreveport;United States;BAD
3843;Topeka Regional Airport - Forbes Field;Topeka;United States;FOE
3844;Cotulla-La Salle County Airport;Cotulla;United States;COT
3845;Wilmington International Airport;Wilmington;United States;ILM
3846;Baton Rouge Metropolitan Airport;Baton Rouge;United States;BTR
3847;Meridian Naval Air Station;Meridian;United States;\N
3848;Tyler Pounds Regional Airport;Tyler;United States;TYR
3849;Baltimore/Washington International Thurgood Marshall Airport;Baltimore;United States;BWI
3850;Hobart Regional Airport;Hobart;United States;HBR
3851;Lanai Airport;Lanai;United States;LNY
3852;Alexandria International Airport;Alexandria;United States;AEX
3853;Condron Army Air Field;White Sands;United States;WSD
3854;Cold Bay Airport;Cold Bay;United States;CDB
3855;Tulsa International Airport;Tulsa;United States;TUL
3856;Sitka Rocky Gutierrez Airport;Sitka;United States;SIT
3857;Long Island Mac Arthur Airport;Islip;United States;ISP
3858;Minneapolis-St Paul International/Wold-Chamberlain Airport;Minneapolis;United States;MSP
3859;New Castle Airport;Wilmington;United States;ILG
3860;Unalaska Airport;Unalaska;United States;DUT
3861;Louis Armstrong New Orleans International Airport;New Orleans;United States;MSY
3862;Portland International Jetport Airport;Portland;United States;PWM
3863;Will Rogers World Airport;Oklahoma City;United States;OKC
3864;Albany International Airport;Albany;United States;ALB
3865;Valdez Pioneer Field;Valdez;United States;VDZ
3866;Langley Air Force Base;Hampton;United States;LFI
3867;John Wayne Airport-Orange County Airport;Santa Ana;United States;SNA
3868;Columbus Air Force Base;Colombus;United States;CBM
3869;Kendall-Tamiami Executive Airport;Kendall-tamiami;United States;TMB
3870;Oceana Naval Air Station;Oceana;United States;NTU
3871;Grissom Air Reserve Base;Peru;United States;GUS
3872;Casper-Natrona County International Airport;Casper;United States;CPR
3873;Destin-Ft Walton Beach Airport;Valparaiso;United States;VPS
3874;Craig Field;Selma;United States;SEM
3875;Key West International Airport;Key West;United States;EYW
3876;Charlotte Douglas International Airport;Charlotte;United States;CLT
3877;McCarran International Airport;Las Vegas;United States;LAS
3878;Orlando International Airport;Orlando;United States;MCO
3879;Florence Regional Airport;Florence;United States;FLO
3880;Great Falls International Airport;Great Falls;United States;GTF
3881;Youngstown Warren Regional Airport;Youngstown;United States;YNG
3882;Ladd AAF Airfield;Fort Wainwright;United States;FBK
3883;Mc Minnville Municipal Airport;Mackminnville;United States;\N
3884;Robins Air Force Base;Macon;United States;WRB
3885;Suvarnabhumi Airport;Bangkok;Thailand;BKK
3886;Naha Airport;Naha;Indonesia;NAH
3887;Andi Jemma Airport;Masamba;Indonesia;MXB
3888;Soroako Airport;Soroako;Indonesia;SQR
3889;Pongtiku Airport;Makale;Indonesia;TTR
3890;Wolter Monginsidi Airport;Kendari;Indonesia;KDI
3891;Maimun Saleh Airport;Sabang;Indonesia;SBG
3892;Cibeureum Airport;Tasikmalaya;Indonesia;TSY
3893;Iswahyudi Airport;Madiun;Indonesia;\N
3894;Abdul Rachman Saleh Airport;Malang;Indonesia;MLG
3895;Budiarto Airport;Tangerang;Indonesia;\N
3896;Husein Sastranegara International Airport;Bandung;Indonesia;BDO
3897;Penggung Airport;Cirebon;Indonesia;CBN
3898;Adi Sutjipto International Airport;Yogyakarta;Indonesia;JOG
3899;Tunggul Wulung Airport;Cilacap;Indonesia;CXP
3900;Pondok Cabe Air Base;Jakarta;Indonesia;PCB
3901;Achmad Yani Airport;Semarang;Indonesia;SRG
3903;Hang Nadim International Airport;Batam;Indonesia;BTH
3904;Buluh Tumbang (H A S Hanandjoeddin) Airport;Tanjung Pandan;Indonesia;TJQ
3905;Pangkal Pinang (Depati Amir) Airport;Pangkal Pinang;Indonesia;PGK
3906;Raja Haji Fisabilillah International Airport;Tanjung Pinang;Indonesia;TNJ
3907;Dabo Airport;Singkep;Indonesia;SIQ
3908;Syamsudin Noor Airport;Banjarmasin;Indonesia;BDJ
3909;Batu Licin Airport;Batu Licin;Indonesia;BTW
3910;Iskandar Airport;Pangkalan Bun;Indonesia;PKN
3911;Tjilik Riwut Airport;Palangkaraya;Indonesia;PKY
3913;Maumere(Wai Oti) Airport;Maumere;Indonesia;MOF
3914;Ende (H Hasan Aroeboesman) Airport;Ende;Indonesia;ENE
3915;Frans Sales Lega Airport;Ruteng;Indonesia;RTG
3916;El Tari Airport;Kupang;Indonesia;KOE
3917;Komodo Airport;Labuhan Bajo;Indonesia;LBJ
3919;Sultan Aji Muhamad Sulaiman Airport;Balikpapan;Indonesia;BPN
3920;Juwata Airport;Taraken;Indonesia;TRK
3921;Temindung Airport;Samarinda;Indonesia;SRI
3922;Tanjung Santan Airport;Tanjung Santan;Indonesia;TSX
3923;Selaparang Airport;Mataram;Indonesia;AMI
3924;Muhammad Salahuddin Airport;Bima;Indonesia;BMU
3927;Umbu Mehang Kunda Airport;Waingapu;Indonesia;WGP
3928;Juanda International Airport;Surabaya;Indonesia;SUB
3929;Adi Sumarmo Wiryokusumo Airport;Solo City;Indonesia;SOC
3930;Incheon International Airport;Seoul;South Korea;ICN
3931;Chiang Mai International Airport;Chiang Mai;Thailand;CNX
3932;Chiang Rai International Airport;Chiang Rai;Thailand;CEI
3933;Nakhon Si Thammarat Airport;Nakhon Si Thammarat;Thailand;NST
3935;Nakhon Ratchasima Airport;Nakhon Ratchasima;Thailand;NAK
3936;Nakhon Phanom Airport;Nakhon Phanom;Thailand;KOP
3937;Ubon Ratchathani Airport;Ubon Ratchathani;Thailand;UBP
3938;Khon Kaen Airport;Khon Kaen;Thailand;KKC
3939;Sukhothai Airport;Sukhothai;Thailand;THS
3940;Ngurah Rai (Bali) International Airport;Denpasar;Indonesia;DPS
3941;Eleftherios Venizelos International Airport;Athens;Greece;ATH
3942;Chubu Centrair International Airport;Nagoya;Japan;NGO
3943;Kobe Airport;Kobe;Japan;UKB
3944;Pullman Moscow Regional Airport;Pullman;United States;PUW
3945;Lewiston Nez Perce County Airport;Lewiston;United States;LWS
3946;Elmira Corning Regional Airport;Elmira;United States;ELM
3947;Ithaca Tompkins Regional Airport;Ithaca;United States;ITH
3948;Monterey Peninsula Airport;Monterey;United States;MRY
3949;Santa Barbara Municipal Airport;Santa Barbara;United States;SBA
3950;Daytona Beach International Airport;Daytona Beach;United States;DAB
3952;Liepāja International Airport;Liepaja;Latvia;LPX
3953;Riga International Airport;Riga;Latvia;RIX
3954;Šiauliai International Airport;Siauliai;Lithuania;SQQ
3955;Barysiai Airport;Barysiai;Lithuania;HLJ
3956;Kaunas International Airport;Kaunas;Lithuania;KUN
3957;S. Darius and S. Girėnas Airfield;Kaunas;Lithuania;\N
3958;Palanga International Airport;Palanga;Lithuania;PLQ
3959;Vilnius International Airport;Vilnius;Lithuania;VNO
3960;Panevėžys Air Base;Panevezys;Lithuania;PNV
3962;Erebuni Airport;Yerevan;Armenia;\N
3963;Stepanavan Airport;Stepanavan;Armenia;\N
3964;Zvartnots International Airport;Yerevan;Armenia;EVN
3965;Gyumri Shirak Airport;Gyumri;Armenia;LWN
3966;Assab International Airport;Assab;Eritrea;ASA
3967;Asmara International Airport;Asmara;Eritrea;ASM
3968;Massawa International Airport;Massawa;Eritrea;MSW
3969;Yasser Arafat International Airport;Gaza;Palestine;GZA
3971;Batumi International Airport;Batumi;Georgia;BUS
3972;Kopitnari Airport;Kutaisi;Georgia;KUT
3973;Tbilisi International Airport;Tbilisi;Georgia;TBS
3974;Mukalla International Airport;Mukalla;Yemen;RIY
3975;Ta'izz International Airport;Taiz;Yemen;TAI
3976;Hodeidah International Airport;Hodeidah;Yemen;HOD
3977;Aden International Airport;Aden;Yemen;ADE
3978;Ataq Airport;Ataq;Yemen;AXK
3979;Al Ghaidah International Airport;Al Ghaidah Intl;Yemen;AAY
3980;Sana'a International Airport;Sanaa;Yemen;SAH
3982;Beihan Airport;Beihan;Yemen;BHN
3984;Socotra International Airport;Socotra;Yemen;SCT
3985;Al Badie Airport;Al Badie;Yemen;\N
3986;Memmingen Allgau Airport;Memmingen;Germany;FMM
3987;Nevşehir Kapadokya Airport;Nevsehir;Turkey;NAV
3988;Ministro Pistarini International Airport;Buenos Aires;Argentina;EZE
3989;Erbil International Airport;Erbil;Iraq;EBL
3990;Emerald Airport;Emerald;Australia;EMD
3991;Athen Helenikon Airport;Athens;Greece;HEW
3992;Kansai International Airport;Osaka;Japan;KIX
3993;Downtown-Manhattan/Wall St Heliport;New York;United States;JRB
3994;Tagbilaran Airport;Tagbilaran;Philippines;TAG
3995;Ilulissat Airport;Ilulissat;Greenland;JAV
3996;Qasigiannguit Heliport;Qasigiannguit;Greenland;JCH
3997;Aasiaat Airport;Aasiaat;Greenland;JEG
3998;Palma De Mallorca Airport;Palma de Mallorca;Spain;PMI
3999;Darwin International Airport;Darwin;Australia;DRW
4000;Surat Thani Airport;Surat Thani;Thailand;URT
4004;Talkeetna Airport;Talkeetna;United States;TKA
4005;Xewkija Heliport;Gozo;Malta;GZM
4006;Tweed New Haven Airport;New Haven;United States;HVN
4007;Asheville Regional Airport;Asheville;United States;AVL
4008;Piedmont Triad International Airport;Greensboro;United States;GSO
4009;Joe Foss Field Airport;Sioux Falls;United States;FSD
4010;Ayers Rock Connellan Airport;Uluru;Australia;AYQ
4011;Manchester-Boston Regional Airport;Manchester NH;United States;MHT
4012;Naples Municipal Airport;Naples;United States;APF
4013;LTS Pulau Redang Airport;Redang;Malaysia;RDN
4014;Louisville International Standiford Field;Louisville;United States;SDF
4015;Charlottesville Albemarle Airport;Charlottesville VA;United States;CHO
4016;Roanoke–Blacksburg Regional Airport;Roanoke VA;United States;ROA
4017;Blue Grass Airport;Lexington KY;United States;LEX
4018;Evansville Regional Airport;Evansville;United States;EVV
4019;Albuquerque International Sunport;Albuquerque;United States;ABQ
4020;Gallatin Field;Bozeman;United States;BZN
4021;Billings Logan International Airport;Billings;United States;BIL
4022;Bert Mooney Airport;Butte;United States;BTM
4023;Cherry Capital Airport;Traverse City;United States;TVC
4024;Mundo Maya International Airport;Flores;Guatemala;FRS
4025;Hancock County-Bar Harbor Airport;Bar Harbor;United States;BHB
4026;Knox County Regional Airport;Rockland;United States;RKD
4027;Jackson Hole Airport;Jacksn Hole;United States;JAC
4028;Chicago Rockford International Airport;Rockford;United States;RFD
4029;Domodedovo International Airport;Moscow;Russia;DME
4030;Sanya Phoenix International Airport;Sanya;China;SYX
4031;Milford Sound Airport;Milford Sound;New Zealand;MFN
4033;Lijiang Airport;Lijiang;China;LJG
4034;Greenville Spartanburg International Airport;Greenville;United States;GSP
4037;Central Illinois Regional Airport at Bloomington-Normal;Bloomington;United States;BMI
4038;Gulfport Biloxi International Airport;Gulfport;United States;GPT
4039;Kalamazoo Battle Creek International Airport;Kalamazoo;United States;AZO
4040;Toledo Express Airport;Toledo;United States;TOL
4041;Fort Wayne International Airport;Fort Wayne;United States;FWA
4042;Decatur Airport;Decatur;United States;DEC
4043;The Eastern Iowa Airport;Cedar Rapids;United States;CID
4044;La Crosse Municipal Airport;La Crosse;United States;LSE
4045;Central Wisconsin Airport;Wassau;United States;CWA
4046;General Wayne A. Downing Peoria International Airport;Peoria;United States;PIA
4047;Appleton International Airport;Appleton;United States;ATW
4048;Rochester International Airport;Rochester;United States;RST
4049;University of Illinois Willard Airport;Champaign;United States;CMI
4050;Manhattan Regional Airport;Manhattan;United States;MHK
4051;Kingscote Airport;Kingscote;Australia;KGC
4052;Hervey Bay Airport;Hervey Bay;Australia;HVB
4054;Dali Airport;Dali;China;DLU
4056;Mulu Airport;Mulu;Malaysia;MZV
4057;Sharm El Sheikh International Airport;Sharm El Sheikh;Egypt;SSH
4058;Venango Regional Airport;Franklin;United States;FKL
4059;Jomo Kenyatta International Airport;Nairobi;Kenya;NBO
4060;Seronera Airport;Seronera;Tanzania;SEU
4061;El Calafate Airport;El Calafate;Argentina;FTE
4062;Armidale Airport;Armidale;Australia;ARM
4063;Grand Junction Regional Airport;Grand Junction;United States;GJT
4064;St George Municipal Airport;Saint George;United States;SGU
4065;David Wayne Hooks Memorial Airport;Houston;United States;DWH
4066;Port O'Connor Private Heliport;Port O\'Connor;United States;\N
4067;Sarasota Bradenton International Airport;Sarasota;United States;SRQ
4069;L.F. Wade International International Airport;Bermuda;Bermuda;BDA
4071;Van Nuys Airport;Van Nuys;United States;VNY
4072;Quad City International Airport;Moline;United States;MLI
4073;Panama City-Bay Co International Airport;Panama City;United States;PFN
4074;Honiara International Airport;Honiara;Solomon Islands;HIR
4075;Faa'a International Airport;Papeete;French Polynesia;PPT
4076;Nauru International Airport;Nauru;Nauru;INU
4077;Funafuti International Airport;Funafuti;Tuvalu;FUN
4078;Tolmachevo Airport;Novosibirsk;Russia;OVB
4080;Samsø Airport;Samsoe;Denmark;\N
4081;Xieng Khouang Airport;Phon Savan;Laos;XKH
4083;Bismarck Municipal Airport;Bismarck;United States;BIS
4084;Telluride Regional Airport;Telluride;United States;TEX
4085;Yinchuan Airport;Yinchuan;China;\N
4086;Mae Hong Son Airport;Mae Hong Son;Thailand;HGN
4087;Rapid City Regional Airport;Rapid City;United States;RAP
4088;Mc Clellan-Palomar Airport;Carlsbad;United States;CLD
4089;Bishop International Airport;Flint;United States;FNT
4090;Francisco Bangoy International Airport;Davao;Philippines;DVO
4091;Madeira Airport;Funchal;Portugal;FNC
4092;Maestro Wilson Fonseca Airport;Santarem;Brazil;STM
4093;Sihanoukville International Airport;Sihanoukville;Cambodia;KOS
4094;Ekati Airport;Ekati;Canada;YOA
4095;Hawke's Bay Airport;NAPIER;New Zealand;NPE
4096;Levuka Airfield;Levuka;Fiji;LEV
4097;Lhasa Gonggar Airport;Lhasa;China;LXA
4098;Redding Municipal Airport;Redding;United States;RDD
4099;Mahlon Sweet Field;Eugene;United States;EUG
4100;Idaho Falls Regional Airport;Idaho Falls;United States;IDA
4101;Rogue Valley International Medford Airport;Medford;United States;MFR
4102;Kaikoura Airport;Kaikoura;New Zealand;KBZ
4103;Roberts Field;Redmond-Bend;United States;RDM
4104;Picton Aerodrome;Picton;New Zealand;PCN
4105;Hosea Kutako International Airport;Windhoek;Namibia;WDH
4106;Victoria Harbour Seaplane Base;Victoria;Canada;YWH
4107;Coal Harbour Seaplane Base;Vancouver;Canada;\N
4108;Yaoqiang Airport;Jinan;China;TNA
4109;Changzhou Benniu Airport;Changzhou;China;CZX
4110;Yibin Caiba Airport;Yibin;China;YBP
4111;Roshchino International Airport;Tyumen;Russia;TJM
4112;Akron Canton Regional Airport;Akron;United States;CAK
4113;Huntsville International Carl T Jones Field;Huntsville;United States;HSV
4114;Mid Ohio Valley Regional Airport;PARKERSBURG;United States;PKB
4115;Montgomery Regional (Dannelly Field) Airport;MONTGOMERY;United States;MGM
4116;Tri-Cities Regional TN/VA Airport;BRISTOL;United States;TRI
4117;Barkley Regional Airport;PADUCAH;United States;PAH
4119;Djibouti-Ambouli Airport;Djibouti;Djibouti;JIB
4120;Haikou Meilan International Airport;Haikou;China;HAK
4121;Mafia Island Airport;Mafia Island;Tanzania;MFA
4124;Page Municipal Airport;Page;United States;PGA
4125;Utila Airport;Utila;Honduras;UII
4127;Glacier Park International Airport;Kalispell;United States;FCA
4128;MBS International Airport;Saginaw;United States;MBS
4129;Greater Binghamton/Edwin A Link field;Binghamton;United States;BGM
4130;Baghdad International Airport;Baghdad;Iraq;BGW
4131;Nan Airport;Nan;Thailand;NNT
4132;Roi Et Airport;Roi Et;Thailand;ROI
4133;Buri Ram Airport;Buri Ram;Thailand;BFV
4135;Trat Airport;Trat;Thailand;TDX
4136;Blythe Airport;Blythe;United States;BLH
4137;Al Asad Air Base;Al Asad;Iraq;IQA
4138;Al Taqaddum Air Base;Al Taqaddum;Iraq;TQD
4139;Joint Base Balad;Al Bakr;Iraq;XQC
4140;Diosdado Macapagal International Airport;Angeles City;Philippines;CRK
4141;Sandakan Airport;Sandakan;Malaysia;SDK
4142;Luang Namtha Airport;Luang Namtha;Laos;LXG
4143;Oudomsay Airport;Muang Xay;Laos;ODY
4144;Taoxian Airport;Shenyang;China;SHE
4145;Dongying Shengli Airport;Dongying;China;DOY
4146;John A. Osborne Airport;Geralds;Montserrat;MNI
4147;Petersburg James A Johnson Airport;Petersburg;United States;PSG
